Date,Color,Breed,Sex,State,Name,DateCreated
2011-08-07,Black & White,Dsh Cat,F/S,Lost,Little Cat,2011-08-10
2011-08-15,Black,Border Collie X,F/S,Lost,Reba,2011-08-15
2011-08-16,Brindle,Pit Bull,F,Lost,Bella,2011-08-16
2011-08-16,Black And Tan With White Paws,Sheppard Collie X,M,Lost,No Name,2011-08-17
2011-08-17,Brown White And Chestnut,Shetland Sheepdog,M,Lost,Taffy,2011-08-17
2011-08-17,Beige And Orange,Cat,,Lost,No Name,2011-08-17
2011-08-18,Yellow,Yellow Lab,M/N,Lost,Tristen,2011-08-18
2011-08-19,Black,Lab X,X,Lost,Keno,2011-08-19
2011-08-21,Black,Min Pin,M,Lost,Keeko,2011-08-21
2011-08-22,Black,Chihuahua,M,Lost,Chubby,2011-08-22
2011-08-23,Black & White,Collie  X Malamute,M/N,Lost,Ford,2011-08-23
2011-08-24,Grey W/ Blonde Head,Yorkshire Terrier,M/N,Lost,Lakai,2011-08-24
2011-08-24,Tan W/ Black Ring Around Neck,Dove,X,Lost,No Name,2011-08-24
2011-08-27,Grey,Cat- Medium Hair With Busytail,F,Lost,No Name,2011-08-27
2011-08-27,"Budgie- Light Blue Body, White",,,Lost,Charlie,2011-08-27
2011-08-25,Black & White,Dsh,,Lost,No Name,2011-08-30
2011-08-31,Fawn,Chihuahua,F,Lost,Sasa,2011-08-31
2011-09-01,Black,,,Lost,No Name,2011-09-01
2011-09-02,White,Poodle,M/N,Lost,Sunny,2011-09-02
2011-09-02,Blue,Pit Bull,F,Lost,Stacey,2011-09-02
2011-09-03,Black & White,,,Lost,Madison,2011-09-03
2011-08-31,Grey & White,Persian,F/S,Lost,Pennywise,2011-09-07
2011-09-01,Black & White,Dsh Cat,M/N,Lost,Toni,2011-09-09
2011-09-01,Black & White Tuxedo Style,Dsh Cat,M/N,Lost,Louie (luongo),2011-09-29
2011-09-30,Gry Body Yllw Head Orng Cheeks,Cockatiel,M,Lost,Willie,2011-09-02
2011-09-04,Brown/beige,Timberwolf X Malamute,M,Lost,Timber,2011-09-04
2011-09-06,White,Bichon Frise,F/S,Lost,Lisha,2011-09-06
2011-09-08,Black,Poodle Terrier Mix,,Lost,Coquette,2011-09-08
2011-09-09,Black & White,Pigeon,X,Lost,Jannat,2011-09-09
2011-09-12,Orange/brown,Pomeranian,F,Lost,Foxie,2011-09-12
2011-09-13,Black W/grey Patches,Mixed,F/S,Lost,Abby,2011-09-13
2011-09-14,Black,German Pincher,M,Lost,No Name,2011-09-14
2011-09-14,White/beige,Shih Tzu X,F,Lost,Luna,2011-09-14
2011-09-15,"Mostly Black With White Paws,",Border Collie,M,Lost,Dee O Jay,2011-09-15
2011-09-15,Black & White,Border Collie,M/N,Lost,Buddy,2011-09-15
2011-09-16,Black,Lab,F,Lost,Eudora,2011-09-16
2011-09-18,Orange & White,Chihuahua,F,Lost,Lily,2011-09-18
2011-09-18,Dark Grey W/white(shaggy Hair),Cairn Terrier X (senior 10yrs),F/S,Lost,Daisy,2011-09-18
2011-09-20,Black & White,Border Collie,F/S,Lost,Jessie,2011-09-20
2011-09-20,Mostly Blk Gry/wht Spot Chest,German Shepherd/blue Heeler X,M,Lost,Cairo,2011-09-20
2011-09-22,Black & White,Dsh Cat,M/N,Lost,Slammo,2011-09-22
2011-09-24,Black & White,Poodle X Shihtzu,M/N,Lost,Winston,2011-09-24
2011-09-24,,Min Pin X Jack Russel,,Lost,Minakin,2011-09-24
2011-09-24,Black & White,Dsh Cat,M/N,Lost,Tom,2011-09-26
2011-09-27,Grey W/silver Markings,Cairn Terrier X,F/S,Lost,Daisy,2011-09-27
2011-10-02,White/black,Presa Canario,F,Lost,Icey,2011-10-03
2011-10-04,Grey & White,Havanese,F,Lost,Kiwi,2011-10-04
2011-10-07,Brownish Tint W/ Blue Eyes,Siamesse X Teddy,M/N,Lost,No Name,2011-10-07
2011-10-07,Beige And Black,Pomeranian,,Lost,Simba,2011-10-07
2011-10-11,Salt & Pepper,Min Schnauzer,M,Lost,Simba,2011-10-11
2011-10-11,Dark Brown/black,Lab X,M/N,Lost,Buddha,2011-10-11
2011-10-09,White/black,French Bulldog,M/N,Lost,Yoda,2011-10-11
2011-10-11,White W/ Black Dots,French Bulldog,M/N,Lost,Yoda,2011-10-11
2011-10-12,Sesame,Shiba Inu,M/N,Lost,Georgey (aka Copperstone ),2011-10-12
2011-10-14,Black & Brown,German Shepard X,M/N,Lost,Rex,2011-10-14
2011-10-14,White,Maltipoo,M,Lost,Bebe Or Yucci,2011-10-14
2011-10-15,,Blue Heeler,,Lost,Buddy,2011-10-15
2011-10-15,Black & White,Dmh Cat,F,Lost,Bumbalina,2011-10-17
2011-10-18,"Black, White, Tanned Spotted",Border Colie/healer Mix,F,Lost,Zara,2011-10-18
2011-10-20,Orange /deformed Ear,Dlh,M,Lost,Dennis,2011-10-20
2011-10-20,Brown/fawn,Mut/dezi Dogs,F/S,Lost,Tika,2011-10-21
2011-10-20,Grey & White,Cat - Machoon,F/S,Lost,Loumis,2011-10-21
2011-10-16,Black/tan/orange,Bangle Cat,F/S,Lost,Shenpa,2011-10-21
2011-10-23,White,Pointer,M/N,Unknown,Butchie,2011-10-23
2011-10-23,Snow White,Cat - Machoon,M/N,Lost,Dray,2011-10-24
2011-10-22,White,Dsh Cat,F/S,Lost,Lyra,2011-10-24
2011-10-25,White/tan Spots,Terrier,M,Lost,Cooper,2011-10-25
2011-10-25,Grey & White,Shih-tzu,F,Lost,Loklok Douglas,2011-10-25
2011-10-26,White-fluffy,Persian X (no Smushed Face),X,Lost,Dray,2011-10-26
2011-10-26,Black/ Tri Colour,Schnauzer X Scottie X,M/N,Lost,Forrest,2011-10-26
2011-11-22,Tan & White,Pit Bull X,F,Matched,Phoenix,2011-11-22
2011-11-25,White,Maltese X,M,Matched,Bufont,2011-11-25
2011-10-28,Black,Tibetan Terrier X Toy Poodle,F/S,Lost,Nooshi,2011-10-28
2011-10-30,Black & White,European Short Hairt Mix,F,Lost,Sashimi Or Flo Flo,2011-10-30
2011-10-31,Gold,Cocker Spaniel,F/S,Lost,Ginger,2011-10-31
2011-11-01,Tortishell,Dsh,F/S,Lost,Suddles,2011-11-01
2011-11-01,Brown & White,Shihtzu X Bichon,M,Lost,Buddy,2011-11-01
2011-11-03,Black & Tan,Rottweiler,X,Lost,River,2011-11-03
2011-10-31,Tri Colour,Collie X,M,Matched,Rocko,2011-11-04
2011-11-06,Brown (very Short Haircut),Poodle,M,Lost,Bobbie,2011-11-06
2011-11-08,Cream Colored,Dlh,F/S,Lost,Meow Meow,2011-11-08
2011-11-04,Light Brown,Standard Poodle,M/N,Lost,Yau Yau,2011-11-08
2011-11-10,White W/ Brindle Patches,Whippet,M/N,Lost,Ozzie,2011-11-10
2011-11-10,Blonde,Cocker Spaniel,M,Lost,Bailey,2011-11-10
2011-11-11,Blonde,Cockapoo,M,Lost,Milo,2011-11-11
2011-11-11,Grey Muted Tortoise Shell,Dsh,F,Lost,Rosy,2011-11-11
2011-11-08,Cream/blonde,Cat (rag Doll),M,Lost,No Name,2011-11-12
2011-11-12,Black,Labrador,M/N,Lost,Gunther,2011-11-12
2011-11-09,Black & White,Dsh Cat,M/N,Lost,Louie,2011-11-12
2011-11-13,Black With White On Belly,Dmh,M/N,Lost,Louie,2011-11-13
2011-11-24,Black & Grey,Rottweiler X,F,Matched,Roxanne,2011-11-24
2011-11-26,Brown,Rotti X,F,Matched,Roxanne,2011-11-26
2011-11-30,Orange,N.S Duck Tolling Retreiver,M/N,Matched,Timmy,2011-11-30
2011-12-02,Brindle W/ White Boots,Pit Bull X Boxer,F,Matched,No Name,2011-12-02
2011-12-03,Wheaton,Wheaton Terrier,M,Matched,Cargo,2011-12-03
2011-12-03,Fawn,Pug/beagle Cross,M,Matched,Obi,2011-12-03
2011-12-15,Black,Mixed ( Collie X Hound),F/S,Matched,Rocky,2011-12-15
2011-12-19,Black,Lab X,F/S,Matched,Zoey,2011-12-18
2011-11-15,White And Brown Calico,Dsh,F/S,Lost,Mavis,2011-11-15
2011-11-15,White/black/gold,Shih Tzu X Chihuahua,F/S,Lost,Bailey,2011-11-15
2011-11-15,Red,Miniature Pinscher,F,Lost,Chanel,2011-11-16
2011-11-13,Blonde/drk Grey/white,Siamese,F/S,Lost,Meenu,2011-11-17
2011-11-18,Tri Colour,Beagle,F/S,Lost,Katie,2011-11-18
2011-11-18,White,Poodle/maltese,F,Lost,Pame,2011-11-18
2011-11-19,Grey,Dlh,M/N,Lost,Niro,2011-11-21
2011-11-23,Beige/dipped Paws/star On Head,Himalayan/siamese,M,Lost,Simba,2011-11-23
2011-11-24,Grey & White,Dsh Cat,M,Lost,Migo,2011-12-06
2011-11-19,White,Teacup Chihuahua,M,Lost,Eddie,2011-12-08
2011-11-25,Black W/little Brown,Doberman X,F,Found,Marcie Or Loubo (rescue Dog),2011-11-25
2011-11-25,Red,Min Poodle,M,Lost,Macbo,2011-11-25
2011-11-28,Black ( Plush ) W/white Blaze,Shiba Inu,F/S,Lost,Kuma,2011-11-28
2011-11-29,White,Bichon Frise,F/S,Lost,Lisha,2011-11-29
2011-11-29,Black & Tan,Welsh Terrier,M,Lost,Oscar,2011-11-29
2011-11-26,Brown/tan,Siamese X,F/S,Lost,Cleo,2011-11-29
2011-11-29,Black & Tan,Germ Shep X,M/N,Lost,Rufus,2011-12-02
2011-11-30,Brown & White,Dsh Tabby Cat,M/N,Lost,Romeo,2011-12-06
2011-12-21,White And Grey And Black,Husky,M/N,Matched,Blaze,2011-12-21
2011-12-22,Black & Brown,Rottweiler X,F/S,Matched,Tia,2011-12-22
2011-12-24,Tan & White,Rottweiler,F,Matched,No Name,2011-12-24
2011-12-27,Blonde,Husky X Lab,M/N,Matched,Atticus,2011-12-27
2011-12-28,Golden,Cocker Spaniel,F,Matched,Ruby,2011-12-28
2011-12-31,Doldish/red,Shiba Inu,F/S,Matched,Hachi,2011-12-31
2011-12-02,Tan/black On Spine White Paws,Puggle,M,Lost,Obi,2011-12-02
2011-12-02,Black & Brown,Pitbull X (puppy),F,Lost,Hope,2011-12-02
2011-12-02,Tan,German Shepherd,M/N,Lost,Bobo,2011-12-02
2011-12-02,Brown,Labrador,M/N,Lost,Coco,2011-12-02
2011-12-03,Black & Brown,German Shepherd,,Lost,Raja,2011-12-03
2011-12-05,Black & Tan,Min Pin X Terrier,F/S,Lost,Macie (new Name For The Dog),2011-12-05
2011-12-04,White And Brown And Black Long,Cat,F,Lost,No Name,2011-12-06
2011-12-07,Black & Tan,Bengal Cat,M/N,Lost,Mcgarry,2011-12-21
2012-01-02,Grey- Dark & Light,Irish Wolfhound X,F/S,Matched,Adah,2012-01-02
2012-01-04,Black,Poodle X,F/S,Matched,Mara,2012-01-04
2012-01-05,Brown & White,Border Collie,F/S,Matched,Macy,2012-01-05
2012-01-05,Grey & White,Wolf Hybrid,F/S,Matched,Luna,2012-01-05
2012-01-05,Mostly Black - Some Brn/wht,Shepherd X,M,Matched,Lucky,2012-01-05
2012-01-10,Golden,Lab,F/S,Matched,Daisy,2012-01-10
2012-01-10,Black,Lab,M,Matched,Tucker,2012-01-10
2011-12-11,Brown & White,Brittany Spaniel,F,Lost,Zilla,2011-12-11
2011-12-12,Tan,Terrier X,F/S,Lost,Luna,2011-12-12
2011-12-15,Red Brindle,Greyhound,F/S,Lost,Annie,2011-12-15
2011-12-14,Brown & White,Pointer X,M/N,Lost,Bruin,2011-12-15
2011-12-15,Blonde,Golden Retriever,M/N,Lost,Sherman,2011-12-15
2011-12-16,Chocolate Brown/white On Chest,German Short Haired Pointer,M/N,Lost,Bruin,2011-12-16
2011-12-17,Black,Dsh Cat,F/S,Lost,Zena,2011-12-21
2012-01-12,Black & Tan,Rotti,F/S,Matched,Maia,2012-01-12
2012-01-13,Black & Orange,Shepherd X (5 Months Old),M,Matched,Hennessy,2012-01-13
2012-01-13,Black/orange,Pitbull X (5 Mnths Old),M,Matched,Haze,2012-01-13
2012-01-18,White/black,Husky X Shepherd,F,Matched,Luna,2012-01-18
2011-12-20,White/brown/tan,Papillon X,F/S,Lost,Koko,2011-12-20
2011-12-20,Grey & White,Dmh Cat,M/N,Lost,Ziggy,2011-12-21
2011-12-21,Brown,Shih Tzu X 2,M,Lost,Peanut And Hersey,2011-12-21
2011-12-21,Black,Labrador X,F/S,Lost,Cedar,2011-12-21
2011-12-22,Grey/blk Tabby,Cat,M,Lost,Lucy,2011-12-25
2011-12-29,White/grey/black,Terrier,F,Lost,Ayla,2011-12-29
2012-01-02,Brown & Black & White,Min Pin,F,Lost,Bella,2012-01-02
2012-01-02,Black & White,Greyhound/collie Mix,,Lost,Paro,2012-01-02
2012-01-05,Tri Colour,Beagle,M/N,Lost,Pita,2012-01-05
2012-01-22,White/black/tan,Husky X,F/S,Matched,Katie,2012-01-23
2012-01-25,White,Japanese Spitz,F/S,Matched,Abby,2012-01-25
2012-01-30,Black,Pug,M/N,Matched,Puck,2012-01-30
2011-12-18,Black/brown Brindle,Bull Terrier,F/S,Lost,Rosie,2012-01-30
2012-02-06,Brown & White,Amer Bulldog X,M/N,Matched,Boda,2012-02-06
2012-02-07,White/ W/ Brown Mask,Pom X,M,Matched,Zeke,2012-02-07
2012-02-08,"Black, Grey Scruffy",Chihuahua Mix Terrier,M,Matched,Toto,2012-02-08
2012-02-08,Black,Staff,M,Matched,Devil,2012-02-08
2012-01-10,Brindle & White,Amer. Bulldog,M/N,Lost,Caesar,2012-01-10
2012-01-15,Brown,Miniature Schnauzer,M/N,Lost,Scooter,2012-01-15
2012-01-16,Brown,Toy Poodle,M,Lost,Chico,2012-01-16
2012-02-16,Black,Lab,F/S,Matched,Lucky,2012-02-16
2012-02-17,Black & White,Pomeranian,M,Matched,Pepe,2012-02-17
2012-01-23,Choco Pnt Siamese,Cat,M/N,Lost,Tai,2012-01-23
2012-01-23,Black & Tan,Doberman X Staffy,M/N,Lost,Hunter,2012-01-23
2012-01-25,Grey & White,Min Schnauzer,M,Lost,Faust,2012-01-25
2012-01-26,Grey/gold,Yorkshire Terrier,M/N,Lost,Oliver,2012-01-26
2012-01-26,Fawn With Brindle/white Chest,Bulldog,F,Lost,Lucy,2012-01-26
2012-01-27,Black,Chihuahua,M,Lost,Sebastian,2012-01-27
2012-01-27,Fawn,Pug,F/S,Lost,Sophie,2012-01-27
2012-01-29,White,Maltese,M/N,Lost,Prince,2012-01-29
2012-01-29,Orange Tabby,Dmh,M/N,Lost,Frisket,2012-01-29
2012-01-29,White,Husky,M,Lost,Heyjoy,2012-01-29
2012-01-30,,Mini Schnauzer,,Lost,Kirby,2012-01-30
2012-01-31,White,Maltese X,M/N,Lost,Prince,2012-01-31
2012-02-01,Ginger W/chest & Toes,Bull Mastiff X Pit,M/N,Lost,Jakub,2012-02-01
2012-02-02,Black,Lab,M,Lost,Paladin,2012-02-02
2012-02-03,Black & Tan,Rotti,M,Lost,Samson,2012-02-03
2012-02-04,Brown,Yorkie Cross,M/N,Lost,Charlie,2012-02-04
2012-02-06,Black,Lab X,M/N,Lost,Jack,2012-02-06
2012-02-06,Black & Tan,Terrier X - Long Haired,M/N,Lost,Charlie,2012-02-06
2012-02-07,White/tan,Chihuahua/japanese Chin X,F,Lost,Honey,2012-02-07
2012-02-07,Tan,Retreiver X,M/N,Lost,Bika,2012-02-07
2012-02-08,Orange,Tabby,M/N,Lost,Ronnie,2012-02-08
2012-02-09,Tan,Chihuahua,M,Lost,Nemo,2012-02-09
2012-02-12,Rotweiler Colors,Mix German Shepherd,F,Lost,Fluff,2012-02-12
2012-02-14,Sable,Sheltie X,F,Lost,Lucy,2012-02-14
2012-02-22,Grey/black - Top White- Bottom,Cat,F,Lost,Bella,2012-02-22
2012-02-22,Brown,Chow,M/N,Matched,Momo,2012-02-22
2012-02-22,Black,Lab,M,Lost,George,2012-02-22
2012-02-22,Black,Pitbull X,F,Matched,Duchess,2012-02-22
2012-02-23,Blue,Pit Bull,F,Lost,Chloe,2012-02-23
2012-02-23,Black,Lab,M/N,Matched,Jackie,2012-02-23
2012-02-25,Black & Tan,Rottweiler,M,Lost,No Name,2012-02-25
2012-02-25,Brown & White,Maltese X Shih Tzu,M,Lost,Cooper,2012-02-26
2012-02-20,Brown & Black & White,Australian Shepherd,F,Lost,Kayla/kindle?,2012-02-26
2012-02-26,Unknown,Siberian Husky,M,Lost,Aktis,2012-02-26
2012-02-26,White,Toy Poodle,M,Lost,Espay,2012-02-26
2012-02-27,Black & Tan,German Shepherd,F/S,Matched,Patterson,2012-02-27
2012-02-28,Orange/yellow/grey,Cockatiel,F,Lost,Zoe,2012-02-28
2012-02-23,Grey & Black - Dsh,Tabby Cat,M,Lost,Charlie,2012-02-28
2012-02-29,White,Standard Poodle / Senior,M/N,Lost,Estay,2012-02-29
2012-03-04,Black & White,Sheltie,X,Matched,Babba,2012-03-04
2012-03-06,Grey/black,Poodle X Terrier,F/S,Matched,Roxanne,2012-03-06
2012-03-08,White,Poodle,M,Matched,Buddy,2012-03-08
2012-03-09,Black,Small Dog,F,Matched,Lotus,2012-03-09
2012-03-12,White Face - Brown Down Back,Husky,F/S,Matched,Star,2012-03-12
2012-03-12,Chocolate,Lab,F/S,Matched,Latte,2012-03-12
2012-02-20,White/black/gold,Pomeranian X,M/N,Lost,Charlie,2012-03-12
2012-02-20,Black/white/gold,Shih Tzu X,M/N,Lost,Charlie,2012-03-12
2012-03-16,Ginger & White,King Charles Spaniel,M/N,Matched,Macduff,2012-03-16
2012-03-16,Black & White,Border Collie,F/S,Lost,Ozzy,2012-03-16
2012-03-20,White - Curly Hair (small),Unknown,M,Matched,Banjo,2012-03-20
2012-03-20,Black & Tan,German Sheperd,F/S,Matched,Brandy,2012-03-20
2012-03-21,Tan,Pug X,M/N,Matched,Mcleod,2012-03-22
2012-03-25,Tri Colour,Corgi,M,Matched,Wado (male),2012-03-25
2012-03-28,Cream,Shiba Inu,F,Matched,Shanni,2012-03-28
2012-02-14,Brown,Pug,F/S,Lost,Juju,2012-02-14
2012-02-22,Black & White,Shih Tzu,F/S,Lost,Hoya,2012-02-28
2012-03-05,Ginger Grey/black/white,Shitzu Poddle X,M/N,Lost,Tuxedo,2012-03-05
2012-03-06,,Cairn Terrier X,F/S,Lost,Roxy,2012-03-06
2012-03-06,Blonde & Tan,Shih Tzu X Poodle,M/N,Lost,Tuxedo,2012-03-06
2012-03-05,Orange & White,Dsh,M/N,Lost,Tiger,2012-03-07
2012-03-08,Brown & Tan,Yorkie X,M/N,Lost,Lion,2012-03-08
2012-03-09,Black & White,Blue Heeler,X,Lost,No Name,2012-03-09
2012-03-07,White With Grey Brown Tabby Sp,Dsh,F/S,Lost,Poppy,2012-03-09
2012-03-09,Grey/black,Blue Healer,F/S,Lost,Sidney,2012-03-09
2012-03-15,Grey,Yorkie X Shih Tzu,F/S,Lost,Molly,2012-03-15
2012-03-15,White,Maltipoo X Poodle,M,Lost,Archie,2012-03-15
2012-03-16,,Blue Nose Pitbull Puppy,F,Lost,No Name,2012-03-16
2012-03-17,Orange,Beagle/boxer/dachund,M/N,Lost,Bentley,2012-03-17
2012-03-05,White/black,Dmh Cat,M/N,Lost,Local,2012-03-28
2012-04-05,Brown & White,English Bulldogs,F/S,Matched,Zoe,2012-04-05
2012-04-11,Chocolate,Lab,M/N,Matched,Rebel,2012-04-11
2012-04-13,White,Maltipoo,F,Matched,Havana,2012-04-13
2012-04-15,Brown,Chihuahua,F,Matched,Bella,2012-04-15
2012-04-16,Brown,Labrador,F/S,Matched,Latte,2012-04-16
2012-04-18,Brindle,English Bulldog,M,Matched,Vitor,2012-04-18
2012-04-20,Grey & White,Pit Bull,F/S,Matched,Grace,2012-04-20
2012-04-20,Black & Tan,Shepherd X,M/N,Matched,Tucker,2012-04-20
2012-04-22,Tri Colour,Red Heeler Pitbull,F/S,Matched,Lily,2012-04-22
2012-04-22,Brown,Yorkie X Shih Tzu,M,Matched,Hollister,2012-04-23
2012-04-23,Tan,1/2 Pit & 1/2 Presa,F/S,Matched,Jada,2012-04-23
2012-03-20,2 Blk&white/1 Orange/1 Grey,Chickens,,Lost,No Name,2012-03-20
2012-03-19,Brown/tan,Dsh,M/N,Lost,Charlie,2012-03-22
2012-03-23,Gray/ Black,Shih Tzu,F/S,Lost,Molly,2012-03-23
2012-03-25,Red & Brown,Pitbull,X,Lost,Cosmo,2012-03-25
2012-03-26,,Australian Blue Heeler,M/N,Lost,Chester,2012-03-26
2012-03-26,Orange & White Markings,Dsh,M/N,Lost,Atwood,2012-03-26
2012-03-26,Black & Grey With Tan,Autrailian Blue Heeler,M/N,Lost,Chester,2012-03-26
2012-03-28,Black & Brown,Daschund X (long Haired),M/N,Lost,Shadow,2012-03-28
2012-04-14,Orange & White,Dsh Cat,F/S,Lost,Coco,2012-03-28
2012-03-25,Blonde/white,Chihuahua,M,Lost,Bacardi,2012-03-29
2012-04-01,Brown & White,English Bulldog,M/N,Lost,Lemmy,2012-04-01
2012-04-01,Brown & White,Japanese Chin,F,Lost,Moshi,2012-04-01
2012-04-02,Black & White,Staff Terrier,M,Lost,Snoopy,2012-04-02
2012-04-02,White/brown Spots,Japanese Chin,M/N,Lost,Moshi,2012-04-02
2012-04-02,Red,Pomeranian,M/N,Lost,Maki,2012-04-02
2012-04-04,Reddish Brown,Mixed Breed,F,Lost,Lucy,2012-04-04
2012-04-04,Gray,Poodle X,F,Lost,Bell,2012-04-04
2012-04-04,Black,Lab,M/N,Lost,Hendrix,2012-04-04
2012-04-05,Blk W Grey,Labrador X,F/S,Lost,Nelly,2012-04-05
2012-04-05,Cream/brown,Siamese,F/S,Lost,Ceraphina,2012-04-05
2012-04-05,Black & Tan,Chihuahua/dachsund,F/S,Lost,Jackson,2012-04-05
2012-04-06,Red,Mini-poodle,M,Lost,Caleb,2012-04-06
2012-04-06,Brown With Black Markings Shor,Mini Daschund Mix,M,Lost,Dexter,2012-04-06
2012-04-07,Black & White,Border Collie,M/N,Lost,Forrest,2012-04-07
2012-04-08,Black & Grey,Yorkie,M,Lost,Baby,2012-04-08
2012-04-09,Mostly Black With Brown & Whit,Basset Hound,M,Lost,Baxter,2012-04-09
2012-04-09,White/black/brown,Germ. S/haired Pointer,M,Lost,Mo,2012-04-10
2012-04-09,Black & Tan,Miniature Pincher,M/N,Lost,Bruser,2012-04-10
2012-04-12,Salt/pepper,Schnauzer,M,Lost,No Name,2012-04-12
2012-04-12,Golden,Golden Retr X,M,Lost,Momo,2012-04-12
2012-04-13,Red Sesame,Shiba Inu,M/N,Lost,Kai,2012-04-13
2012-04-13,White,Med Mix Breed,F/S,Lost,Sprite,2012-04-13
2012-04-14,Black & White,Dsh,M,Lost,Merlin,2012-04-14
2012-04-15,Black,Chihuahua,F,Lost,Soliel,2012-04-15
2012-04-16,Tan/beige,French Bulldog,M,Lost,Rufus,2012-04-16
2012-04-16,Black,Dmh Cat,M/N,Lost,Mogget,2012-04-16
2012-04-17,Grey/brown,Tabby,M/N,Lost,Squid,2012-04-17
2012-04-17,Brindle,Pit Bull,F,Lost,Keisha,2012-04-17
2012-04-18,Brindle,Pit Bull,,Lost,No Name,2012-04-18
2012-04-19,Black,Mixed,F/S,Lost,Georgie,2012-04-19
2012-04-19,Black & White,Pit Bull,M/N,Lost,Marley,2012-04-19
2012-04-20,Black/tan/grey,Belgian Shepherd,F/S,Lost,Babe,2012-04-20
2012-04-22,Gray/white With Yellow Head,Cockatiel,M,Lost,No Name,2012-04-22
2012-04-15,Brown,Tabby,M/N,Lost,Squid,2012-04-23
2012-04-23,Tan & White,Chihuahua,M/N,Lost,Stewie,2012-04-23
2012-04-21,Brown,Tabby,M,Lost,Elel,2012-04-23
2012-04-24,White,Pit Bull,F/S,Lost,Rosie,2012-04-24
2012-04-24,Black & White,Shih Tzu,F/S,Lost,Daisey,2012-04-24
2012-04-24,Black & Tan,Chihuahua X Min Pin,F,Lost,Donna,2012-04-24
2012-04-25,Black,Medium Hair,M/N,Lost,Ranmaru,2012-04-25
2012-04-26,White,Bichon,M/N,Matched,Milou,2012-04-26
2012-04-27,Tan,Chihuahua,M/N,Lost,Budha,2012-04-27
2012-04-27,Black & Brown,Chihuahua/yorkie,M,Matched,Siga,2012-04-27
2012-04-27,Black & White,Chihuahua X,M,Lost,Dino,2012-04-27
2012-04-29,Black & Tan,Chihuahua,M,Lost,No Name,2012-04-29
2012-04-30,Black/white (tuxedo/med Hair),Cat,M,Lost,Fluffy,2012-04-30
2012-04-29,Orange With White Markings,Dsh Tabby,M/N,Lost,Yogi,2012-05-01
2012-04-30,Brown,Chocolate Lab,M,Matched,Soloman,2012-05-01
2012-05-01,Black & Grey & White,Tabby,M,Lost,Bb,2012-05-01
2012-05-01,Blondish Red,Pittbull Cross Lab,M/N,Lost,Nobu,2012-05-01
2012-05-01,Brown/white/black,Border Collie Cross Beagle,F/S,Matched,Sadie,2012-05-02
2012-05-02,White,Husky,M/N,Matched,Sky,2012-05-02
2012-05-03,Grey & White,Tabby Cat,F,Lost,Shemoe,2012-05-03
2012-05-03,Dark Grey,Dsh Tabby,M/N,Lost,Faline,2012-05-03
2012-05-03,Black & Brown,Airedale Terrier,F/S,Lost,Skylark,2012-05-03
2012-05-03,Tan,Shiba Inu,M,Lost,Kita,2012-05-03
2012-05-05,Grey,Schnauzer,F,Lost,Kiara,2012-05-06
2012-05-06,Brown,Boston Terrier,M,Lost,Dougie,2012-05-06
2012-05-06,White,Maltese,F,Lost,Sierra,2012-05-06
2012-05-08,Orange Tabby,Cat,M/N,Lost,Twinkey,2012-05-08
2012-05-08,White,Siberian Husky,M,Lost,No Name,2012-05-08
2012-05-08,Brown,Shiba Inu,M,Lost,No Name,2012-05-08
2012-05-08,Tan,Chihuahua,M,Lost,Buster (tag A6294),2012-05-08
2012-05-08,Black/white On Chest & Paws,Border Collie X,M/N,Matched,Buckwheat,2012-05-08
2012-05-08,Calico,Dsh Cat,F,Lost,No Name,2012-05-09
2012-05-09,Black,Lab,M/N,Matched,Pete,2012-05-09
2012-05-09,Red Sesame,Shiba Inu,M/N,Matched,Duke,2012-05-09
2012-05-09,Sesame Red W/white,Shiba Inu,F/S,Matched,Venus,2012-05-09
2012-05-09,White,Chihuahua,M,Matched,Casper,2012-05-09
2012-05-10,Black & Tan & White,Havanese Mix Yorkie,M/N,Lost,Zack,2012-05-10
2012-05-10,N/a,Chicken (2),F,Lost,No Name,2012-05-10
2012-05-10,White/grey (med Haired),Dmh - Ragdoll X,F,Lost,No Name,2012-05-10
2012-05-10,Dark Brown,Rotti X Shepherd,M/N,Matched,Coco,2012-05-10
2012-05-09,Orange,,,Lost,No Name,2012-05-10
2012-05-11,Tan,Cairn Terrier,M/N,Lost,Bodhi,2012-05-11
2012-05-11,Black & White,Boston Terrier,F/S,Lost,Haley,2012-05-11
2012-05-11,Blonde,Wheaten Terrier,F,Matched,Ruby,2012-05-11
2012-05-12,Brown & White,Beagle,F,Lost,No Name,2012-05-12
2012-05-11,Brown,Richback,M/N,Matched,Milo,2012-05-12
2012-05-11,Brown & White,Boston Terrier,M/N,Lost,Dozer,2012-05-12
2012-05-12,White,Shih Tzu,M,Matched,Buksi,2012-05-12
2012-05-11,Grey,Mainecoon Cat,M/N,Lost,Prince,2012-05-12
2012-05-04,White,Shih Tzu,F,Lost,Kulka (koolka),2012-05-13
2012-05-13,Golden,Pit Bull X,M/N,Lost,Eddie,2012-05-13
2012-05-13,Yellow,Yellow Lab,X,Lost,Bella,2012-05-13
2012-05-13,White And Gold Mix,Golden Retriever,X,Lost,Hunter,2012-05-13
2012-05-13,Brown Tabby,Dlh Cat,F/S,Lost,Fluffy,2012-05-14
2012-05-14,White/black W/brown On Face,Jack Russel Terrier,F/S,Lost,Athena,2012-05-14
