Date,Color,Breed,Sex,State,Name,DateCreated
2001-08-02,Black & Tan,Collie X,F,Matched,Ella,2001-08-02
2001-08-02,Black,Lab,M/N,Matched,Thor,2001-08-02
2001-08-02,Black & White,Husky X,M,Matched,No Name,2001-08-02
2001-08-03,Golden,Lab,F,Found,No Name,2001-08-03
2001-08-03,Black,Rotty X Shep X Lab,F/S,Lost,Mackenzie,2001-08-03
2001-08-03,Beige,Lhasa Apso X Poodle,F,Matched,Daisy,2001-08-04
2001-08-03,Black & Tan,Shep X Rotty,M,Matched,No Name,2001-08-04
2001-08-04,Golden,Retriever X,M,Found,No Name,2001-08-04
2001-08-03,Black & Tan,Rotty,M/N,Lost,Khan,2001-08-04
2001-08-05,Black & Grey,Poodle,M,Matched,Hecter,2001-08-05
2001-08-05,Black & Tan,Manchester Terrier,F/S,Lost,Blue,2001-08-05
2001-08-04,Black,Standard Poodle,F,Lost,Mandy,2001-08-05
2001-08-05,Black & Brown,Rotty X Doby,M,Matched,No Name,2001-08-05
2001-08-05,Lite Beige,Pom X,F,Lost,No Name,2001-08-05
2001-08-05,Redish Blonde,Chow X Retriever,M/N,Lost,Sir Goofy,2001-08-05
2001-08-05,Brown & White,Pitbull X,M,Matched,No Name,2001-08-05
2001-08-05,Red,Chow X,M,Found,No Name,2001-08-05
2001-08-06,Tan,Lab X,M,Matched,Buddy,2001-08-07
2001-08-07,Black & Brown,Rotty X,F,Matched,No Name,2001-08-07
2001-08-05,Golden,Retreiver X,F/S,Lost,Ginger,2001-08-07
2001-08-07,Black & White,Lab X,M/N,Lost,Rex Or Midnight,2001-08-08
2001-08-08,Black & Tan,Shepherd,F,Lost,Tatum,2001-08-08
2001-08-09,Black & White,Border Collie X,F/S,Lost,Sheena,2001-08-09
2001-08-08,White,Shih Tzu,F,Lost,Pebbles,2001-08-09
2001-08-09,Brown & Tan,Mini Yorkie,M,Lost,Lucky,2001-08-10
2001-08-10,Black,Poodle X,M,Lost,Big Puppy,2001-08-10
2001-08-11,Black,Spaniel X,M/N,Lost,Sam,2001-08-11
2001-08-12,Sable,Sheltie,M,Matched,No Name,2001-08-12
2001-08-11,Tan,Sheltie,M,Matched,Major,2001-08-12
2001-08-12,Sable,Sheltie,M,Matched,Major,2001-08-12
2001-08-13,Brown & Tan,Husky X,F/S,Lost,Lassie  (aka Lucy),2001-08-13
2001-08-14,Grey & White,Terrier X,M,Found,No Name,2001-08-14
2001-08-14,Black & Tan,Rotty X,F/S,Matched,Keisha,2001-08-14
2001-08-14,Blonde,Silky Terrier X,M,Found,Sammy,2001-08-14
2001-08-13,Black,Lab,M/N,Matched,No Name,2001-08-14
2001-08-14,Sable,Sheltie,F,Matched,Kelley,2001-08-14
2001-08-14,Grey,Min Schnauzer,F,Found,Daisy,2001-08-14
2001-08-14,White,Maltese,M/N,Matched,Barky,2001-08-14
2001-08-15,Brown,Red Nose Pit Bull,F,Lost,No Name,2001-08-15
2001-08-15,Brown,Min Pincher,M,Found,No Name,2001-08-16
2001-08-16,Blonde,Pom X Terr,F,Matched,No Name,2001-08-16
2001-08-16,White,Wh Terrier,M,Matched,Lucky,2001-08-16
2001-08-16,Black & Tan,Shep X,M/N,Lost,Mos,2001-08-16
2001-08-14,Brown & Black & White,Lab X Collie,F/S,Lost,Jackie,2001-08-16
2001-08-16,Redish,Japanese Breed X,F,Lost,Bobo,2001-08-16
2001-08-17,Brown,Cocker Span X,M,Matched,No Name,2001-08-17
2001-08-16,Dark Grey,Poodle,M/N,Lost,Beaver,2001-08-17
2001-08-17,Black,Wolfhound X Terrier,M/N,Found,No Name,2001-08-17
2001-08-17,White,Maltese X,F/S,Matched,Popo,2001-08-17
2001-08-17,Red & White,Nsdt,F/S,Matched,Skye,2001-08-18
2001-08-18,Black & White,Shep X,F/S,Lost,Sage,2001-08-18
2001-08-18,Yellow,Lab (pup 9 Mos),M,Matched,Money,2001-08-18
2001-08-18,Golden,Retriever,M,Lost,Sherman,2001-08-18
2001-08-19,Black & Tan,Rotty,F/S,Lost,Kiwi,2001-08-19
2001-08-18,Black Short Haired,Lab X,F/S,Matched,Dosha,2001-08-20
2001-08-20,Off-white,Terrier,M,Matched,No Name,2001-08-20
2001-08-20,Black,Lab (aprox 75lbs),M/N,Matched,No Name,2001-08-20
2001-08-20,White,Husky X,M/N,Matched,Cowboy,2001-08-20
2001-08-20,Light Brown & White,Boxer X Lab,F,Lost,Billy,2001-08-20
2001-08-20,Brindle,Pitbull,F/S,Lost,No Name,2001-08-20
2001-08-20,Grey & White Chest,Jack Russell X Poodle,F,Lost,Chloe,2001-08-20
2001-08-21,Honey & White,Terrier X,M/N,Found,No Name,2001-08-21
2001-08-20,Black & Tan,Sheperd X Collie,F/S,Lost,Wizza,2001-08-21
2001-08-21,Tri Colour,Mutt,F/S,Lost,Jack,2001-08-21
2001-08-21,Black & Tan,Shep,F/S,Matched,Ally,2001-08-21
2001-08-21,Black & Tan,Shep,F,Matched,No Name,2001-08-21
2001-08-22,White,Toy Poodle,M/N,Matched,Miumiu,2001-08-22
2001-08-23,Off-white,Poodle X,M/N,Found,No Name,2001-08-23
2001-08-25,Yellow,Husky X Lab,F,Matched,Bella,2001-08-25
2001-08-26,White,Husky X,M,Matched,Bong,2001-08-26
2001-08-25,Black & Tan,Small Dog (knee High),M,Matched,No Name,2001-08-26
2001-08-24,Tan & White,Jr Terrier,M,Lost,Popeye,2001-08-26
2001-08-27,Grey & Bluish (dapple),Mini Dachshund,M,Lost,Cuddles,2001-08-27
2001-08-27,Cream & Tan,Pomeranian,F,Found,No Name,2001-08-27
2001-08-27,Brown,Nova Scotia Duck Toller,M,Lost,Tod,2001-08-27
2001-08-28,Tan & White,Pekinese (lots Of Long Hair),M,Matched,No Name,2001-08-28
2001-08-28,Black & White,Australian Shepherd,F/S,Matched,Zoik,2001-08-28
2001-08-28,Brown & Black & White,Maltipoo X,M,Matched,No Name,2001-08-28
2001-08-28,Black,Lab,,Lost,No Name,2001-08-28
2001-08-29,Black & White,Border Collie,M/N,Lost,Sonny,2001-08-29
2001-08-29,Tan,Lab X Ridgback,F/S,Matched,Cindy,2001-08-29
2001-08-29,Black & White,Lab X Pit,M,Matched,No Name,2001-08-29
2001-08-30,White,Toy Multipoo??,M,Found,No Name,2001-08-30
2001-08-30,Tan & White,Pekingese,M/N,Matched,Money Boy,2001-08-30
2001-08-30,Tri Colour,Collie X,M,Lost,Charlie,2001-08-30
2001-08-30,Fawn & White,Terri X Shih,M/N,Found,No Name,2001-08-31
2001-08-31,Golden,Retriever,M/N,Lost,Tanner,2001-08-31
2001-08-31,Gold,Pomeranian,M,Matched,No Name,2001-08-31
2001-08-31,Black & Tan,Rotty,M/N,Lost,Khan,2001-08-31
2001-09-01,Golden,Retriever,M,Lost,No Name,2001-09-01
2001-09-01,Black & White,Lab X Akita,M/N,Lost,Ebony,2001-09-01
2001-09-01,Brown,Poodle,M,Lost,Kis Kis,2001-09-01
2001-09-02,Black & Tan,2 Rotty (pups),M,Matched,No Name,2001-09-02
2001-09-02,Brown,Chocolate Lab,M,Matched,Scoundrel,2001-09-02
2001-09-04,Black,Scottish Terrier,M/N,Matched,Doogie,2001-09-04
2001-09-04,Black & Brown,Rottweiler,M/N,Lost,Bear,2001-09-04
2001-09-04,Black,Maltipoo X,M,Matched,Pretty Boy,2001-09-04
2001-09-04,Dark Brown With White,Blue Heeler X Husky,M/N,Lost,Bailey,2001-09-04
2001-09-05,Golden,Retriever,F/S,Matched,Jessie,2001-09-05
2001-09-05,Black & White,Border Collie X,F/S,Lost,Ayla,2001-09-05
2001-09-05,Black & Tan,Shepherd,M,Lost,Sam,2001-09-05
2001-09-05,Tri Colour,Sheltie,M/N,Matched,Kismo,2001-09-05
2001-09-06,Yellow,Labrador,F,Matched,No Name,2001-09-06
2001-09-06,Black & Tan,Rotty,M,Matched,No Name,2001-09-06
2001-09-06,Black,Mastiff X Lab Or Rotty Lab (?),M,Found,No Name,2001-09-06
2001-09-06,White With Golden Tips,Husky X Wolf,M,Found,No Name,2001-09-06
2001-09-07,Brown & White,American Red Nose Pit,F,Matched,Lexy,2001-09-07
2001-09-06,Black & White,Husky,M/N,Lost,Milo,2001-09-07
2001-09-07,White,West Highland Terrier,M,Found,No Name,2001-09-07
2001-09-08,Brindle,Pitbull,F/S,Matched,Nikita,2001-09-08
2001-09-07,Black & Tan,Sheltie X,M,Matched,Skipper,2001-09-08
2001-09-08,Blonde,Golden Retreiver,M/N,Lost,Murphy,2001-09-08
2001-09-08,Black,Rotty X Lab,M,Lost,Rowan,2001-09-08
2001-09-08,Brown & White,Britney Spaniel,M,Lost,No Name,2001-09-08
2001-09-08,Black,Retreiver,M/N,Matched,Baker,2001-09-08
2001-09-08,Brown & White,Terrier X,M,Found,No Name,2001-09-08
2001-09-09,Black & White,Shep X Lab,M/N,Lost,Utah,2001-09-09
2001-09-09,Brindle,Pit X,M,Found,No Name,2001-09-09
2001-09-09,Beige & Grey & Dark Stripe,Husky X  (pup),F,Lost,No Name,2001-09-09
2001-09-09,Black,Sharpei,M,Matched,Kobe,2001-09-09
2001-09-08,Tan & White,Pitbull,F,Lost,Kaya,2001-09-10
2001-09-10,Black & Grey & White,Husky X,M,Lost,Shiner,2001-09-10
2001-09-10,Red & White,Pitbull,F,Matched,Lexy,2001-09-10
2001-09-11,Chocolate,Lab,F/S,Matched,Hershey,2001-09-11
2001-09-11,Chocolate Brown,Lab X,M,Found,No Name,2001-09-11
2001-09-12,Black & Tan,Cane Corso,F,Lost,Keela,2001-09-12
2001-09-13,Black & Tan & White,Pointer X Dobie,F/S,Matched,Ginger,2001-09-13
2001-09-13,Black & White,Newfie X,M/N,Lost,Kuma,2001-09-13
2001-09-13,Black & Tan,Rotty  With Tail,M,Found,No Name,2001-09-13
2001-09-13,Black & Rust,Med-large ?,F,Found,Sheba,2001-09-13
2001-09-14,Black & Brown,Rottweiler,F/S,Lost,Michelle,2001-09-14
2001-09-14,Black & Tan,Sheperd X,F/S,Lost,Teeka,2001-09-14
2001-09-15,Brindle,Shep X Lab,F/S,Lost,Tera,2001-09-15
2001-09-15,Tri,Basset Hound,F/S,Found,No Name,2001-09-15
2001-09-14,Black & White,Shih Tzu,M,Lost,Tike,2001-09-15
2001-09-14,Black,Poodle,F,Lost,Pj,2001-09-15
2001-09-15,Brown W White Legs & Tail,Pointer X Shep,F/S,Lost,Sandy,2001-09-15
2001-09-15,White W Blk Brindle Ears & Eye,Pitbull  (pup),F,Lost,No Name,2001-09-15
2001-09-15,Tri,Chihuahua,M,Lost,Gilbert,2001-09-15
2001-09-15,Grey & White,Terr X Lhasa,F/S,Lost,Luna,2001-09-15
2001-09-16,Black & Grey,Shep X,F/S,Lost,Nicky,2001-09-16
2001-09-16,Black & White,Span X,F,Found,No Name,2001-09-16
2001-09-16,Black,Shep X  Ret,F,Matched,Sabrina,2001-09-16
2001-09-18,Black & White,Border Collie X Lab,F,Lost,Missy,2001-09-18
2001-09-16,Black & Tan & White,Shep X Husky,F,Found,No Name,2001-09-18
2001-09-17,Black & White,Spaniel,F,Matched,Taboo,2001-09-18
2001-09-18,Cream & Orange,Border Collie X,F,Matched,No Name,2001-09-18
2001-09-19,Beige,Wheaton Terrier,F,Matched,Micky,2001-09-19
2001-09-16,Grey & White,Shih Tzu,M,Lost,No Name,2001-09-19
2001-09-19,Brown & White,Boxer X,F/S,Matched,Zelda,2001-09-19
2001-09-19,Brown & White,Border Collie X,F/S,Matched,Tochi,2001-09-19
2001-09-19,Beige & Black,Malamute,M/N,Lost,Chase,2001-09-19
2001-09-19,Tri,Jr X Sheltie,F/S,Matched,Maddy,2001-09-20
2001-09-20,Grey & White,Staffordshire,M,Matched,Shart,2001-09-20
2001-09-21,White,Shep X Newfie,M/N,Matched,No Name,2001-09-21
2001-09-22,Yellow,Lab,M/N,Matched,Money,2001-09-22
2001-09-20,Black,Terrier (pup),M,Lost,Billy,2001-09-22
2001-09-22,Tri Colour,Beagle,F,Matched,Mindy,2001-09-22
2001-09-22,Tri,Beagle,M/N,Found,Elvis,2001-09-23
2001-09-23,Black & Tan,Rott X Ret,F/S,Lost,No Name,2001-09-23
2001-09-24,Liver & White,Springer Spaniel,F,Lost,Sunny,2001-09-24
2001-09-24,Gold & Red,Retriever X,M,Matched,No Name,2001-09-24
2001-09-23,Mocha & White,Beagle,M,Matched,Ely,2001-09-24
2001-09-24,White,Maltipoo,M,Matched,Toby,2001-09-24
2001-09-24,Black & Tan,Rottweiler,M/N,Lost,Jessy,2001-09-24
2001-09-23,Gold,Pomeranian,M/N,Lost,Codie,2001-09-25
2001-09-25,Tri Color Mostly Tan,Bull Terrier X,F,Matched,Akasha,2001-09-25
2001-09-26,Beige,Pit X,F,Lost,Dutchess,2001-09-26
2001-09-27,Red & White,Siberian Husky,M,Matched,Shamus,2001-09-27
2001-09-27,Red With Black Muzzle,Ret X Border Collie,M/N,Matched,Teddy,2001-09-27
2001-09-27,Black & Tan & White,Rotty X,F/S,Lost,Faith,2001-09-28
2001-09-28,White With Tan Ears,,M,Lost,Peter,2001-09-28
2001-09-22,Black & Tan,St Bernard X Rotty,M,Lost,Captain,2001-09-28
2001-09-28,Black,Lab,F,Matched,Kasia,2001-09-28
2001-09-28,Black & White,Husky,M/N,Found,Kai,2001-09-28
2001-09-28,Beige & Brown,Shep,F/S,Lost,Sheba,2001-09-29
2001-09-29,White,Bichon Frise,M,Found,No Name,2001-09-29
2001-09-24,Brown & White,Pitbull X,F/S,Lost,Duchess,2001-09-29
2001-09-30,Brown & White,Jr Terr X,M/N,Found,No Name,2001-09-30
2001-09-30,Black & White,Jack Russel,M/N,Found,No Name,2001-09-30
2001-09-30,Black,Lab,M,Lost,No Name,2001-09-30
2001-09-30,Tan,Sharpei X,F,Lost,No Name,2001-09-30
2001-09-30,Black & Tan,Rottweiler X,M,Matched,No Name,2001-09-30
2001-10-01,Tri Colour,Basset Hound,M/N,Lost,No Name,2001-10-01
2001-10-01,Black & Grey,King Shepherd,M/N,Lost,Keeta,2001-10-01
2001-10-01,Black & Tan,Shep,F,Lost,Princess,2001-10-01
2001-09-28,White & Cream,Sharpei,F/S,Lost,Bailey,2001-10-01
2001-10-02,Black & Tan,Rott X,F,Found,Kiya,2001-10-02
2001-10-02,Brown,Bouvier,F/S,Lost,Koko,2001-10-02
2001-10-03,Black & Tan,Shepherd,M,Lost,Hilo,2001-10-03
2001-10-03,Golden Brown,Golden Ret X Pitbull,M,Matched,No Name,2001-10-03
2001-10-03,Brown & White,Jrt,F/S,Lost,Brandy,2001-10-03
2001-10-03,Black & Tan,Rottie X (full Tail),M/N,Matched,No Name,2001-10-04
2001-10-04,Black & Tan,Corgi X,F,Matched,No Name,2001-10-04
2001-10-02,White W Black & Tan Patches,???,F,Lost,Peela,2001-10-04
2001-10-04,Black & White,Border Collie X,M/N,Matched,Breck,2001-10-04
2001-10-04,Black & Tan,Rott,M,Found,No Name,2001-10-04
2001-10-04,Black & White On Chest & Face,Pitbull X,M/N,Lost,Zeus,2001-10-04
2001-10-04,"Black W White Chest, Tan Paws",Rotty X Husky,F/S,Lost,Faith,2001-10-05
2001-10-05,Black,Chihuahua,M/N,Lost,Cootie,2001-10-05
2001-10-04,Wheaton,Wheaton Terrier,F/S,Lost,Maude,2001-10-05
2001-10-05,Blonde,Boxer X Lab,M/N,Lost,Rupert,2001-10-05
2001-09-28,Rust,Cocker Spaniel,F,Found,No Name,2001-10-05
2001-10-05,Brindle & White,Whippet,M,Lost,Tyrone,2001-10-05
2001-10-06,Black & White,Dalmatian,F/S,Lost,No Name,2001-10-06
2001-10-07,Blonde,Lab X,M/N,Lost,Brows,2001-10-07
2001-10-07,White,Lab X,M,Found,No Name,2001-10-07
2001-10-07,White,Terrier,F/S,Lost,Bobby,2001-10-07
2001-10-07,Black & Brown,Lab X Collie,M,Lost,Mike,2001-10-07
2001-10-07,Black & Tan,Shep X  (pup),M,Found,No Name,2001-10-07
2001-10-07,Black & White,Lab X Collie,F,Found,No Name,2001-10-07
2001-10-07,White & Beige,Shih Tzu X Poodle,M/N,Lost,Moe,2001-10-07
2001-10-09,Black & Brown,Shep X Lab,M,Lost,Mike,2001-10-09
2001-10-09,Black & Brown,Rottweiler,M/N,Found,No Name,2001-10-09
2001-10-09,Yellow,Lab,M/N,Matched,Money,2001-10-09
2001-10-09,Black & Tan,Newfie X Rotty,M,Found,No Name,2001-10-09
2001-10-09,Black,Collie X,F/S,Lost,Sheena,2001-10-09
2001-10-09,Tan & Black Long Haired,Jack Russell,F/S,Lost,Brandy,2001-10-09
2001-10-09,White,2 Great Pyrenese,M,Matched,No Name,2001-10-09
2001-10-08,Brown & Black & White,Shih Tzu,F/S,Lost,Miko,2001-10-10
2001-10-10,Black & Tan Short Hair,Shep,M,Found,No Name,2001-10-10
2001-10-11,Blonde With Black Muzzle,Bull Mastiff,M,Lost,Blondie Boy,2001-10-11
2001-10-11,Black,Boxer X Lab,M/N,Lost,No Name,2001-10-11
2001-10-09,Black & Tan,Lab X Rott,M/N,Lost,Rocky,2001-10-11
2001-10-11,Black,Lab X,M/N,Lost,Joe,2001-10-11
2001-10-11,Black & White,Collie (pup),M,Lost,Benji,2001-10-11
2001-10-11,Black,Lab,F,Matched,Tooie,2001-10-12
2001-10-12,Black & White Nose,Shep X Husky,M,Lost,Max,2001-10-12
2001-10-12,Red & White,Husky,M/N,Lost,Tucker,2001-10-12
2001-01-08,Black & Brown,Shih Ttzu,F/S,Lost,Miko,2001-10-13
2001-10-13,Black,Lab,F,Found,No Name,2001-10-13
2001-10-13,Fawn & White,Boxer,F,Matched,Jodi,2001-10-13
2001-10-13,White,Lab X,M/N,Matched,No Name,2001-10-13
2001-10-14,Yellow,Lab,M,Lost,Money,2001-10-13
2001-10-14,Black,Malamute,F,Matched,Annie,2001-10-14
2001-10-14,Brindle,Pit Bull,F,Matched,Nicki,2001-10-14
2001-10-13,Black & Tan,Rottweiler,F/S,Matched,Lucy,2001-10-14
2001-10-14,Golden,Shep X Lab,M/N,Matched,Smokey,2001-10-14
2001-10-14,Tri,Sheltie,F/S,Matched,No Name,2001-10-14
2001-10-14,Tan & Beige,Collie X Australian Shep,M/N,Matched,Tony,2001-10-15
2001-10-10,Blonde,Lab,M/N,Matched,Prasad,2001-10-15
2001-10-15,Cream & Brown,Shih Tzu,M,Found,No Name,2001-10-15
2001-10-15,Tan & White On Chest & Nose,Staff Terrier,M,Lost,Cirrus,2001-10-15
2001-09-29,Black & White,Border Collie X )short Haired),F/S,Lost,Isis,2001-10-15
2001-10-15,Liver & White,Border Collie,M,Matched,Joe,2001-10-15
2001-10-15,Black & Grey & White,Husky,M/N,Lost,Kai,2001-10-16
2001-10-16,Black & White,Short Haired Small Dog Jr?,F,Matched,No Name,2001-10-16
2001-10-18,Black & White,Pom,F,Matched,Kilo,2001-10-18
2001-10-18,Liver & White,Springer Spaniel,M/N,Lost,Rugger,2001-10-18
2001-10-19,Black & Tan,Rott,M,Matched,No Name,2001-10-19
2001-10-19,Black & White,Cocker Spaniel,M,Matched,Jasper,2001-10-19
2001-10-18,Beige & Black,Husky X,F/S,Lost,Blue,2001-10-19
2001-10-19,Black & Tan,Min Pincher,M,Matched,No Name,2001-10-19
2001-10-20,Black & Tan,Shepherd,M,Lost,No Name,2001-10-20
2001-10-21,Black & Brown,Small Dog With Long Hair,F,Matched,Lucky,2001-10-22
2001-10-22,Black & White,Border Collie X,M/N,Lost,Ralphie,2001-10-22
2001-09-20,Orange & White,Jack Russell X Chi,F/S,Lost,Lucy,2001-10-22
2001-10-17,Blonde & Red,Pomeranian,F/S,Lost,Samantha,2001-10-22
2001-10-22,Gold & Beige,Toy Poodle,M,Lost,No Name,2001-10-22
2001-10-23,Brown & Black & White,Shep X Husky (pup),M,Matched,Tj,2001-10-23
2001-10-23,Tan & White,Beagle,F/S,Matched,Daisy,2001-10-23
2001-10-23,Yellow,Lab,M/N,Lost,Taco,2001-10-23
2001-10-23,Tan,Doberman X,M/N,Lost,Rocky,2001-10-23
2001-10-20,Black & White,Husky,M/N,Lost,Shadow,2001-10-23
2001-10-23,Black & White,Shep X Husky,M/N,Matched,Buddy,2001-10-24
2001-10-25,Black & White & Brindle,Pitbull,M/N,Lost,Zoro,2001-10-25
2001-10-24,Black & Tan & White,Shep X Rotty,F/S,Matched,Faith,2001-10-25
2001-10-25,Golden,Retreiver,M,Matched,Kirby,2001-10-26
2001-10-26,Black,Poodle X Newfoundland,M/N,Lost,Goldie,2001-10-26
2001-10-26,Black & Brown,German Shepherd,F,Found,No Name,2001-10-26
2001-10-26,Black & Tan,German Rottweiler,M/N,Matched,Nug,2001-10-26
2001-10-27,Brown,St Bernard,M,Matched,No Name,2001-10-27
2001-10-27,Black & White,Corgie X Border Collie,F,Matched,No Name,2001-10-28
2001-10-28,Tri Colour Black & Brown,Husky X Chow X Retriever,F,Lost,Sasha,2001-10-28
2001-10-28,Brindle,Boxer,M/N,Lost,Wally,2001-10-28
2001-10-28,Grey & White,Husky,F,Lost,Luna,2001-10-28
2001-10-28,Black & Brown,Rotty,M/N,Lost,Rocky,2001-10-28
2001-10-28,Gold & White,Pomeranian X,F/S,Lost,Dao,2001-10-29
2001-10-29,Black & White,Border Collie X Lab,F,Lost,No Name,2001-10-29
2001-10-30,White & Beige,Husky,F/S,Lost,Shilo,2001-10-30
2001-10-30,Black,Lab (funny Shaped Head),F/S,Lost,Cookie,2001-10-30
2001-10-30,Black,Terriers X (pups),M,Found,No Name,2001-10-30
2001-10-30,Tan,Toy Pomeranian,M,Lost,Fendi,2001-10-30
2001-10-30,Tan,Lab,M/N,Lost,Money,2001-10-30
2001-10-31,Black & Tan,Shep X Rotty,M/N,Matched,Cudo,2001-10-31
2001-10-31,White & Brown Patch On Eye,Bull Mastiff X Pit,M,Lost,Thor,2001-10-31
2001-10-31,Brown & White Face,Lab X Pit,M,Lost,Rosco,2001-10-31
2001-10-31,Black,Flat Coat Retreiver,M/N,Matched,Nelson,2001-10-31
2001-10-31,Grey & White,Husky X,,Matched,No Name,2001-10-31
2001-10-31,Black & White,Portugese Water Dog,F,Matched,Roxy,2001-10-31
2001-10-31,White & Beige,Lhasa Apso,M/N,Found,No Name,2001-10-31
2001-11-01,Black,Lab X,M/N,Matched,Finnagen,2001-11-01
2001-11-01,Black & Tan,Lab X Rott,M/N,Lost,No Name,2001-11-01
2001-11-01,Black & White,Dalmatian,F,Lost,No Name,2001-11-01
2001-10-29,Brown & Silver,Wire Haired Pointer,M,Lost,Urvis,2001-11-01
2001-11-01,Black & Tan,Yorkie,F,Matched,No Name,2001-11-01
2001-10-31,Cinnamon,Pomeranian,M,Lost,Yogi,2001-11-01
2001-11-01,White,Siberian Husky,M/N,Lost,Storm,2001-11-01
2001-11-01,Black & Tan,Yorkie,M,Lost,Chili,2001-11-01
2001-10-27,Black & Tan,Doby X Shep,F/S,Lost,Jackie,2001-11-01
2001-11-01,Red,Chow,F,Lost,Jasmine,2001-11-01
2001-10-31,Sable & White,Sheltie,M,Lost,Texas,2001-11-01
2001-10-31,Black,Lab,F/S,Lost,Misty,2001-11-01
2001-11-01,Brown & White,Cavaliar Kc Span X Sheltie,M,Lost,Barclay,2001-11-02
2001-11-01,Brown,Pomeranian,M,Lost,Baudy,2001-11-02
2001-11-02,White & Some Apricot On Back,Bel. Shep X Malamute X Wolf,M,Matched,Mugsy,2001-11-02
2001-11-02,Brindle & White,Pitbull X,F/S,Lost,Cleo,2001-11-02
2001-11-02,Brown,Min Poodle,M/N,Lost,Sherlock,2001-11-02
2001-10-31,Cream & Black,Siberian Husky,M/N,Matched,Mucker,2001-11-02
2001-11-02,Reddish & White,Collie X,F/S,Matched,Mocha,2001-11-02
2001-11-02,Grey,Coyote X Whippet,F,Matched,Lolita,2001-11-02
2001-11-03,Black & White,Dalmatian,M/N,Matched,Kramer,2001-11-03
2001-11-03,Grey,Husky X Malamute,M,Matched,Ananda,2001-11-03
2001-11-03,Grey & White,Husky X Malamute,M/N,Matched,Titus,2001-11-03
2001-11-03,Brown & White,Staffordshire Bull Terrier,F/S,Matched,Alberta,2001-11-03
2001-10-31,Black & Brown & Gold,Shep X,F/S,Lost,Dou Dou,2001-11-03
2001-11-03,Brown & Silver,German Wirehaired Pointer,M,Lost,No Name,2001-11-03
2001-11-03,Black & Grey,Border Coll X Heeler,F,Lost,Juniper,2001-11-03
2001-11-05,Brown,Mixed Breed Long Haired,M/N,Lost,Teddy,2001-11-05
2001-11-05,Brown With White Chest,Australian Kelpie,M/N,Lost,Cody,2001-11-05
2001-11-03,Black & White,Chi Or Terr X ( Very Tiny),M,Lost,Pup,2001-11-05
2001-11-05,Liver & White,Springer Spaniel,M/N,Matched,Ryan,2001-11-05
2001-11-05,Caramel,Tannin Terrier,F/S,Matched,Gypsy,2001-11-05
2001-11-06,Brown & White,Sheltie,F/S,Lost,Ding Ding,2001-11-06
2001-11-07,Fawn & Black,Pug,F,Matched,No Name,2001-11-07
2001-11-07,Golden,American Cocker Spaniel,F/S,Lost,Meggie,2001-11-07
2001-11-07,Tri,Beagle,F/S,Matched,Pip,2001-11-07
2001-11-07,Black & Tan,Min Pin,M/N,Lost,Jalapeno,2001-11-07
2001-11-07,Black & Tan,Elkhound X Shepherd,M/N,Lost,Rocky,2001-11-07
2001-11-08,White,Pyrenese,M,Lost,Guiness & Hudson,2001-11-09
2001-11-09,Black & White,Pitbull,M,Lost,Cash,2001-11-09
2001-11-09,Black & Tan,Shepherd X,F/S,Lost,Roxy,2001-11-09
2001-11-08,White,Maltipoo X,M,Lost,Andy,2001-11-09
2001-11-10,Brown & White,Pit X Staff,F/S,Lost,Alberta,2001-11-10
2001-11-10,Black,Small Dog (mutt),F/S,Lost,Dingo,2001-11-10
2001-11-10,Black & White,Boston Terrier,F,Found,No Name,2001-11-10
2001-11-10,Beige & Grey & White,Pekingnese X Japanese Chin,F,Matched,No Name,2001-11-10
2001-11-10,Black & White,Shep X Wolf,,Found,No Name,2001-11-10
2001-11-10,Black & White,Rotty X Collie,F,Lost,Tasha,2001-11-10
2001-11-10,Black & Grey & White,Malamute X Wolf,M,Matched,Mokason,2001-11-10
2001-11-10,Black,Yorkie,F,Lost,Muffin,2001-11-10
2001-11-10,Black,Yorkie,M,Lost,Cookie,2001-11-10
2001-11-10,Black & Tan,Shepherd,F,Lost,Charlotte,2001-11-10
2001-11-11,Carmel,Cocker Spaniel,F/S,Lost,Bunny,2001-11-13
2001-11-13,Black & Brown,Rottweiler,F,Lost,Sadie,2001-11-13
2001-11-15,Black & Grey & White,Husky,M,Matched,No Name,2001-11-15
2001-11-15,Black & White,Bassett Hound,M/N,Found,No Name,2001-11-15
2001-11-16,Brindle & White,American Bulldog,F/S,Matched,Hidie,2001-11-16
2001-11-16,Black & Tan,Min Pin,F/S,Matched,Pepper,2001-11-16
2001-11-17,Beige,Terrier,F,Found,No Name,2001-11-17
2001-11-17,Brindle,Pit X,M/N,Matched,Buddy,2001-11-17
2001-11-17,Brindle,Pit X,M/N,Matched,Buddy,2001-11-17
2001-11-16,Black & Tan,Yorkie Terrier,F,Lost,Missy,2001-11-17
2001-11-16,Tan & White,American Pitbull,M/N,Found,Tang,2001-11-17
2001-11-17,Golden Brown & Blackish,Heeler X,F/S,Lost,Zoe,2001-11-17
2001-11-17,Greyish Curly Hair,Poo X Schnauzer ?,M,Found,No Name,2001-11-17
2001-11-18,Black & White,Papillon,M/N,Matched,Pom Pom,2001-11-18
2001-11-17,Black & White,Boston Bull Terrier,M,Matched,Jimmy,2001-11-18
2001-11-19,Tan & White,Husky X ? (shiba Inu),M,Matched,No Name,2001-11-19
2001-11-19,Brown,Shiba Inu,M,Matched,Hodgi,2001-11-19
